iter	Passed	Remaining
476	641	703
477	642	701
478	643	699
479	644	698
480	645	696
481	646	694
482	647	692
483	648	691
484	649	689
485	650	688
486	651	686
487	652	684
488	653	682
489	654	681
490	655	679
491	656	677
492	657	675
493	658	673
494	658	672
495	659	670
496	660	668
497	661	666
498	662	665
499	663	663
500	664	662
501	665	660
502	666	658
503	667	656
504	668	655
505	669	653
506	670	651
507	671	650
508	672	648
509	672	646
510	673	644
511	674	643
512	675	641
513	676	639
514	678	638
515	679	636
516	680	635
517	681	633
518	682	632
519	683	630
520	684	629
521	685	627
522	685	625
523	686	623
524	687	622
525	688	620
526	689	618
527	690	617
528	691	615
529	692	614
530	693	612
531	694	611
532	695	609
533	696	607
534	697	606
535	698	604
536	699	603
537	700	601
538	701	599
539	702	598
540	703	596
541	703	594
542	704	593
543	705	591
544	706	590
545	707	588
546	708	587
547	709	585
548	710	583
549	711	582
550	712	580
551	713	578
552	714	577
553	715	575
554	715	574
555	716	572
556	717	570
557	718	569
558	719	567
559	720	566
560	721	564
561	722	563
562	723	561
563	724	560
564	725	558
565	726	557
566	727	555
567	728	554
568	729	552
569	730	550
570	731	549
571	732	547
572	733	546
573	733	544
574	734	543
575	735	541
576	737	540
577	738	538
578	739	537
579	739	535
580	740	534
581	741	532
582	742	531
583	743	529
584	744	528
585	745	526
586	746	525
587	747	523
588	748	522
589	749	520
590	750	519
591	751	517
592	752	516
593	754	515
594	755	514
595	756	512
596	757	511
597	758	509
598	759	508
599	760	506
600	761	505
601	762	503
602	762	502
603	763	500
604	764	499
605	766	498
606	767	496
607	768	495
608	769	493
609	770	492
610	770	490
611	771	489
612	772	487
613	773	486
614	774	485
615	775	483
616	776	482
617	777	480
618	778	479
619	779	477
620	780	476
621	781	474
622	782	473
623	783	472
624	784	470
625	785	469
626	786	467
627	787	466
628	788	465
629	789	463
630	790	462
631	790	460
632	791	459
633	792	457
634	793	456
635	794	454
636	795	453
637	796	452
638	797	450
639	798	449
640	799	447
641	800	446
642	801	444
643	801	443
644	802	441
645	803	440
646	804	439
647	805	437
648	806	436
649	807	434
650	808	433
651	809	432
652	810	430
653	811	429
654	812	428
655	813	426
656	814	425
657	815	423
658	816	422
659	817	421
660	818	419
661	819	418
662	820	416
663	820	415
664	821	414
665	822	412
666	823	411
667	824	409
668	825	408
669	826	407
670	827	405
671	828	404
672	829	403
673	830	401
674	831	400
675	832	398
676	833	397
677	834	396
678	834	394
679	835	393
680	836	391
681	837	390
682	838	389
683	840	388
684	841	386
685	842	385
686	843	384
687	844	382
688	844	381
689	845	380
690	846	378
691	847	377
692	848	375
693	849	374
694	850	373
695	851	371
696	852	370
697	853	369
698	854	367
699	855	366
700	856	365
701	857	363
702	858	362
703	858	361
704	859	359
705	860	358
706	861	357
707	862	355
708	863	354
709	864	353
710	865	351
711	866	350
712	867	349
713	868	347
714	869	346
715	870	345
716	871	343
717	872	342
718	873	341
719	874	340
720	875	338
721	876	337
722	877	336
723	878	334
724	878	333
725	879	332
726	880	330
727	881	329
728	882	328
729	883	326
730	885	325
731	885	324
732	886	323
733	887	321
734	888	320
735	889	319
736	890	317
737	891	316
738	892	315
739	893	313
740	894	312
741	895	311
742	896	309
743	896	308
744	897	307
745	898	306
746	899	304
747	900	303
748	901	302
749	902	300
750	903	299
751	904	298
752	905	296
753	906	295
754	907	294
755	908	293
756	908	291
757	909	290
758	910	289
759	911	287
760	912	286
761	914	285
762	915	284
763	915	282
764	916	281
765	917	280
766	918	279
767	919	277
768	920	276
769	921	275
770	922	273
771	923	272
772	924	271
773	925	270
774	926	268
775	927	267
776	928	266
777	929	265
778	929	263
779	930	262
780	931	261
781	932	260
782	933	258
783	934	257
784	935	256
785	936	254
786	937	253
787	938	252
788	939	251
789	940	249
790	941	248
791	942	247
792	943	246
793	944	245
794	945	243
795	946	242
796	947	241
797	948	240
798	949	238
799	950	237
800	951	236
801	952	235
802	953	233
803	954	232
804	955	231
805	956	230
806	957	228
807	958	227
808	959	226
809	960	225
810	961	224
811	962	222
812	963	221
813	964	220
814	965	219
815	966	217
816	967	216
817	968	215
818	969	214
819	970	212
820	971	211
821	972	210
822	973	209
823	974	208
824	976	207
825	977	205
826	978	204
827	980	203
828	981	202
829	982	201
830	983	200
831	984	198
832	986	197
833	987	196
834	988	195
835	989	194
836	991	193
837	992	191
838	993	190
839	994	189
840	995	188
841	996	187
842	997	185
843	998	184
844	999	183
845	1001	182
846	1002	181
847	1003	179
848	1004	178
849	1005	177
850	1006	176
851	1007	175
852	1008	173
853	1009	172
854	1010	171
855	1011	170
856	1013	169
857	1014	167
858	1015	166
859	1016	165
860	1018	164
861	1019	163
862	1020	161
863	1021	160
864	1022	159
865	1023	158
866	1024	157
867	1025	155
868	1026	154
869	1027	153
870	1028	152
871	1029	151
872	1030	149
873	1031	148
874	1032	147
875	1033	146
876	1035	145
877	1036	143
878	1037	142
879	1038	141
880	1039	140
881	1040	139
882	1041	137
883	1042	136
884	1043	135
885	1044	134
886	1045	133
887	1046	132
888	1048	130
889	1049	129
890	1049	128
891	1050	127
892	1051	126
893	1052	124
894	1053	123
895	1054	122
896	1055	121
897	1056	120
898	1057	118
899	1059	117
900	1060	116
901	1061	115
902	1062	114
903	1063	112
904	1065	111
905	1066	110
906	1067	109
907	1068	108
908	1069	107
909	1070	105
910	1071	104
911	1072	103
912	1073	102
913	1074	101
914	1075	99
915	1076	98
916	1077	97
917	1078	96
918	1079	95
919	1080	93
920	1081	92
921	1081	91
922	1082	90
923	1083	89
924	1084	87
925	1085	86
926	1086	85
927	1087	84
928	1088	83
929	1089	82
930	1090	80
931	1091	79
932	1092	78
933	1093	77
934	1094	76
935	1095	74
936	1096	73
937	1097	72
938	1098	71
939	1098	70
940	1099	68
941	1100	67
942	1101	66
943	1102	65
944	1103	64
945	1105	63
946	1106	61
947	1107	60
948	1107	59
949	1108	58
950	1109	57
951	1110	56
952	1111	54
953	1112	53
954	1113	52
955	1114	51
956	1115	50
957	1116	48
958	1117	47
959	1118	46
960	1120	45
961	1121	44
962	1122	43
963	1123	41
964	1124	40
965	1126	39
966	1126	38
967	1127	37
968	1128	36
969	1129	34
970	1130	33
971	1131	32
972	1132	31
973	1133	30
974	1134	29
975	1135	27
976	1136	26
977	1137	25
978	1138	24
979	1139	23
980	1140	22
981	1141	20
982	1141	19
983	1142	18
984	1143	17
985	1144	16
986	1145	15
987	1146	13
988	1147	12
989	1148	11
990	1149	10
991	1150	9
992	1151	8
993	1152	6
994	1153	5
995	1154	4
996	1155	3
997	1156	2
998	1157	1
999	1158	0
